title,price,location,time,status,category
아이패드 에어 5세대 64GB (WIFI + 셀룰러) 모델 & 애플펜슬 포함,"500,000원",대전 유성구 봉명동,3개월 전,판매중,디지털기기
애플워치4 44mm 셀룰러 스테인리스 골드,"70,000원",대전 유성구 온천1동,끌올 3개월 전,판매중,디지털기기
애플워치 시리즈 9 45mm GPS+셀룰러,"270,000원",대전 유성구 봉명동,5개월 전,판매중,디지털기기
애플워치 SE 2세대 44mm 미드나이트 gps,"171,000원",대전 서구 월평동,끌올 4개월 전,판매중,디지털기기
애플워치 9 gps 45mm 실버 스톰블루 판매 합니다.(금액수정),"220,000원",대전 유성구 봉명동,3개월 전,판매중,디지털기기
미개봉 세상품)애플 정품 파인우븐 맥세이프 카드지갑 블랙,"60,000원",대전 유성구 봉명동,4개월 전,판매중,디지털기기
애플워치7 41mm 블랙 GPS,"80,000원",대전 유성구 원내동,3개월 전,판매중,디지털기기
마지막 가격)애플워치 10 셀룰러 42mm 실버,"350,000원",대전 유성구 봉명동,끌올 4개월 전,판매중,디지털기기
애플워치 SE 골드 44mm,"92,000원",대전 유성구 온천1동,끌올 5개월 전,판매중,디지털기기
애플워치 SE2 44mm 미드나이트,"200,000원",대전 중구 태평1동,6개월 전,판매중,디지털기기
애플워치 SE1 GPS 40mm 실버,"80,000원",대전 서구 둔산1동,끌올 6개월 전,판매중,디지털기기
애플워치 se 40,"60,000원",대전 유성구 봉명동,3개월 전,판매중,디지털기기
아이패드 프로 11 M5 256 스페이스 그레이+애플펜슬프로 미개봉 팝니다,"1,530,000원",인천 연수구 동춘2동,끌올 3개월 전,판매중,디지털기기
애플워치se2 셀룰러 44mm 미드나이트 팝니다,"150,000원",대전 유성구 봉명동,끌올 3개월 전,판매중,디지털기기
애플워치 SE2 44mm 실버 본품만 팝니다,"140,000원",인천 부평구 부개동,4개월 전,판매중,디지털기기
애플워치 울트라2 팝니다,"670,000원",대전 유성구 봉명동,끌올 5개월 전,판매중,디지털기기
애플워치 Nike 에디션 4시리즈,"60,000원",대전 유성구 온천1동,6개월 전,판매중,디지털기기
Apple 에어팟 맥스 블랙,"330,000원",광주 남구 진월동,6개월 전,판매중,디지털기기
애플워치울트라2 블랙,"720,000원",대전 유성구 봉명동,끌올 5개월 전,판매중,디지털기기
애플워치7 45mm 나이키 GPS 판매합니다,"160,000원",대전 유성구 봉명동,끌올 3개월 전,판매중,디지털기기
애플워치 5세대 40mm GPS,"60,000원",대전 유성구 봉명동,5개월 전,판매중,디지털기기
애플워치SE2 실버 40mm,"150,000원",대전 유성구 봉명동,5개월 전,판매중,디지털기기
✨새제품✨애플 정품 맥세이프 충전기(풀박스),"35,000원",대전 유성구 봉명동,2개월 전,판매중,디지털기기
애플워치 SE 40mm,"60,000원",대전 유성구 봉명동,3개월 전,판매중,디지털기기
애플워치6 40mm 실버 나이키 모델 셀룰러 (충전기 선 포함),"168,000원",전남 여수시 웅천동,끌올 4개월 전,판매중,디지털기기
애플워치 se 44 셀룰러 + 정품 브레이드 솔로 루프 풀박스,"100,000원",경기 안양시 동안구 비산동,4개월 전,판매중,디지털기기
애플워치,"50,000원",대전 유성구 봉명동,7개월 전,판매중,디지털기기
애플워치 se2 40mm 실버,"130,000원",대전 유성구 죽동,3개월 전,판매중,디지털기기
애플워치 7 41mm 블랙,"150,000원",대전 유성구 봉명동,2개월 전,판매중,디지털기기
애플워치 Series 3,"60,000원",대전 유성구 봉명동,3개월 전,판매중,디지털기기
애플워치7 45mm 네이비,"110,000원",대전 유성구 봉명동,4개월 전,판매중,디지털기기
애플워치 7 41mm gps 나이키 에디션 판매합니다,"120,000원",대전 유성구 봉명동,4개월 전,판매중,디지털기기
애플워치 se2 미드나이트 40mm 배터리100%,"160,000원",대전 유성구 봉명동,4개월 전,판매중,디지털기기
애플워치 SE 2,"160,000원",대전 유성구 봉명동,3개월 전,판매중,디지털기기
아이패드 프로 12.9(5세대) Wi-Fi+Cellular 512GB 스그판매(+애플펜슬 2세대),"1,220,000원",대전 유성구 봉명동,끌올 4개월 전,판매중,디지털기기
애플워치 화이트,"100,000원",대전 유성구 봉명동,7개월 전,판매중,디지털기기
애플워치7 41mm 알루미늄 블루,"110,000원",대전 유성구 봉명동,끌올 5개월 전,판매중,디지털기기
애플 에어팟 맥스 스타라이트,"550,000원",제주 서귀포시 하원동,6개월 전,판매중,디지털기기
애플워치 울트라1,"400,000원",대전 유성구 봉명동,5개월 전,판매중,디지털기기
애플워치7 41mm wifi 판매,"110,000원",대전 유성구 봉명동,끌올 3개월 전,판매중,디지털기기
애플 정품 맥북 에어/프로 가죽 슬리브,"80,000원",대구 서구 내당4동,끌올 4개월 전,판매중,디지털기기
✨애플 USB-C 디지털 AV 멀티폴트 어댑터,"40,000원",대전 유성구 봉명동,2개월 전,판매중,디지털기기
애플워치 Series 8 골드 45mm,"240,000원",대전 유성구 봉명동,28일 전,판매중,디지털기기
