title,price,location,time,status,url
아이폰 15 그린 128GB (박스포함) 미국판,"480,000원",둔산동,끌올 8시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-%EA%B7%B8%EB%A6%B0-128gb-%EB%B0%95%EC%8A%A4%ED%8F%AC%ED%95%A8-%EB%AF%B8%EA%B5%AD%ED%8C%90-1v6o377tfafv/
"[자급제/미개봉] 아이폰17 화이트,블랙 판매합니다","1,140,000원",둔산동,끌올 5시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%9E%90%EA%B8%89%EC%A0%9C-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%95%84%EC%9D%B4%ED%8F%B017-%ED%99%94%EC%9D%B4%ED%8A%B8-%EB%B8%94%EB%9E%99-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-pdcioriebtkv/
아이폰 16 핑크 256GB 배터리93%,"830,000원",둔산동,2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-%ED%95%91%ED%81%AC-256gb-%EB%B0%B0%ED%84%B0%EB%A6%AC93-wac22e2cnkhx/
아이폰7플러스 블랙 128기가 미사용,"280,000원",둔산동,끌올 9일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B07%ED%94%8C%EB%9F%AC%EC%8A%A4-%EB%B8%94%EB%9E%99-128%EA%B8%B0%EA%B0%80-%EB%AF%B8%EC%82%AC%EC%9A%A9-532511x92pkh/
아이폰 13 Pro 128GB 시에라 블루 A급,"400,000원",둔산동,끌올 20시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-13-pro-128gb-%EC%8B%9C%EC%97%90%EB%9D%BC-%EB%B8%94%EB%A3%A8-a%EA%B8%89-6edsceossfx7/
아이폰7플러스 128기가 골드 미사용,"280,000원",둔산동,끌올 9일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B07%ED%94%8C%EB%9F%AC%EC%8A%A4-128%EA%B8%B0%EA%B0%80-%EA%B3%A8%EB%93%9C-%EB%AF%B8%EC%82%AC%EC%9A%A9-ob6z92f7bbqf/
아이폰16프로 256G 블랙,"1,040,000원",둔산동,끌올 2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B016%ED%94%84%EB%A1%9C-256g-%EB%B8%94%EB%9E%99-cxyaurxrx6r7/
아이폰 12미니 화이트,"250,000원",둔산동,끌올 20일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-12%EB%AF%B8%EB%8B%88-%ED%99%94%EC%9D%B4%ED%8A%B8-tinghtjo7mgy/
아이폰 se1 실버 32GB 배터리 100% 팔아요,"160,000원",둔산동,끌올 6일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-se1-%EC%8B%A4%EB%B2%84-32gb-%EB%B0%B0%ED%84%B0%EB%A6%AC-100-%ED%8C%94%EC%95%84%EC%9A%94-mbe6wonv97ft/
아이폰 15 프로 블랙 512GB (UAG 케이스 포함),"880,000원",둔산동,끌올 1일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-%ED%94%84%EB%A1%9C-%EB%B8%94%EB%9E%99-512gb-uag-%EC%BC%80%EC%9D%B4%EC%8A%A4-%ED%8F%AC%ED%95%A8-v8ucb5syicaq/
아이폰 15 블루 128G,"560,000원",둔산동,끌올 4일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-%EB%B8%94%EB%A3%A8-128g-jdk1w6fyazdg/
[자급제/미개봉] 아이폰17프로 256G 실버 판매합니다 선물용가능,"1,700,000원",둔산동,끌올 1일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%9E%90%EA%B8%89%EC%A0%9C-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%95%84%EC%9D%B4%ED%8F%B017%ED%94%84%EB%A1%9C-256g-%EC%8B%A4%EB%B2%84-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-%EC%84%A0%EB%AC%BC%EC%9A%A9%EA%B0%80%EB%8A%A5-a2gsqrxi1nao/
아이폰 15 블랙 미개봉 새제품(자급제폰) 128,"900,000원",둔산동,3일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-%EB%B8%94%EB%9E%99-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%83%88%EC%A0%9C%ED%92%88-%EC%9E%90%EA%B8%89%EC%A0%9C%ED%8F%B0-128-6gxzggkfhr2k/
아이폰 에어 17 512 라이트골드(9/30구매),"1,750,000원",둔산동,끌올 3일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-%EC%97%90%EC%96%B4-17-512-%EB%9D%BC%EC%9D%B4%ED%8A%B8%EA%B3%A8%EB%93%9C-9-30%EA%B5%AC%EB%A7%A4-5i8q7yar4rjd/
[자급제/미개봉] 아이폰17프로맥스 전색상 판매합니다,"1,930,000원",둔산동,끌올 2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%9E%90%EA%B8%89%EC%A0%9C-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%95%84%EC%9D%B4%ED%8F%B017%ED%94%84%EB%A1%9C%EB%A7%A5%EC%8A%A4-%EC%A0%84%EC%83%89%EC%83%81-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-2hhans63x3rg/
아이폰 14 Pro 128GB 공기계,"250,000원",둔산동,14시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-pro-128gb-%EA%B3%B5%EA%B8%B0%EA%B3%84-9mvmuvjj2u6t/
아이폰 14pro 나루토마키 블랙 폰케이스 팝니다! 🌀,"5,000원",둔산동,끌올 18시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14pro-%EB%82%98%EB%A3%A8%ED%86%A0%EB%A7%88%ED%82%A4-%EB%B8%94%EB%9E%99-%ED%8F%B0%EC%BC%80%EC%9D%B4%EC%8A%A4-%ED%8C%9D%EB%8B%88%EB%8B%A4-cs5foyeom9pc/
[자급제/미개봉] 아이폰17프로 512G 전색상 판매합니다,"2,020,000원",둔산동,끌올 2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%9E%90%EA%B8%89%EC%A0%9C-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%95%84%EC%9D%B4%ED%8F%B017%ED%94%84%EB%A1%9C-512g-%EC%A0%84%EC%83%89%EC%83%81-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-mewue9fh5n8n/
새상품 미개봉 케이스티파이 아이폰 17 임팩트 클리어 케이스,"80,000원",둔산동,끌올 8시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%83%88%EC%83%81%ED%92%88-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B4-%EC%95%84%EC%9D%B4%ED%8F%B0-17-%EC%9E%84%ED%8C%A9%ED%8A%B8-%ED%81%B4%EB%A6%AC%EC%96%B4-%EC%BC%80%EC%9D%B4%EC%8A%A4-abqee5awqery/
아이폰 12 128기가 팝니다.,"300,000원",둔산동,끌올 1개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-12-128%EA%B8%B0%EA%B0%80-%ED%8C%9D%EB%8B%88%EB%8B%A4-itjya8ydy4wu/
어반소피스티케이션 아이폰16프로맥스 고양이,"80,000원",둔산동,끌올 19시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%96%B4%EB%B0%98%EC%86%8C%ED%94%BC%EC%8A%A4%ED%8B%B0%EC%BC%80%EC%9D%B4%EC%85%98-%EC%95%84%EC%9D%B4%ED%8F%B016%ED%94%84%EB%A1%9C%EB%A7%A5%EC%8A%A4-%EA%B3%A0%EC%96%91%EC%9D%B4-v8dridspu862/
아이폰 12프로512기가 후면 깨짐폰,"276,000원",둔산동,끌올 8일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-12%ED%94%84%EB%A1%9C512%EA%B8%B0%EA%B0%80-%ED%9B%84%EB%A9%B4-%EA%B9%A8%EC%A7%90%ED%8F%B0-gcgvx9dybisu/
아이폰 XS 케이스,"3,000원",둔산동,끌올 20시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-xs-%EC%BC%80%EC%9D%B4%EC%8A%A4-52jkyrwmq9wz/
[자급제/미개봉] 아이폰17프로맥스 512G 판매합니다,"2,210,000원",둔산동,끌올 2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%9E%90%EA%B8%89%EC%A0%9C-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%95%84%EC%9D%B4%ED%8F%B017%ED%94%84%EB%A1%9C%EB%A7%A5%EC%8A%A4-512g-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-hc5p7d6uzrvw/
"아이폰15프로맥스 케이스, 필름, 맥세이프카드지갑","20,000원",둔산동,끌올 2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B015%ED%94%84%EB%A1%9C%EB%A7%A5%EC%8A%A4-%EC%BC%80%EC%9D%B4%EC%8A%A4-%ED%95%84%EB%A6%84-%EB%A7%A5%EC%84%B8%EC%9D%B4%ED%94%84%EC%B9%B4%EB%93%9C%EC%A7%80%EA%B0%91-h16uszrat3uv/
케이스티파이 미러맥세이프 아이폰12미니,"30,000원",둔산동,18시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B4-%EB%AF%B8%EB%9F%AC%EB%A7%A5%EC%84%B8%EC%9D%B4%ED%94%84-%EC%95%84%EC%9D%B4%ED%8F%B012%EB%AF%B8%EB%8B%88-z7xi7bz95zhm/
아이폰15프로 케이스/ 아이폰맥세이프,"5,000원",둔산동,끌올 1일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B015%ED%94%84%EB%A1%9C-%EC%BC%80%EC%9D%B4%EC%8A%A4-%EC%95%84%EC%9D%B4%ED%8F%B0%EB%A7%A5%EC%84%B8%EC%9D%B4%ED%94%84-uj8enaux2a8w/
아이폰 에어 케이스티파이 케이스 거의새거,"50,000원",둔산동,끌올 3일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-%EC%97%90%EC%96%B4-%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B4-%EC%BC%80%EC%9D%B4%EC%8A%A4-%EA%B1%B0%EC%9D%98%EC%83%88%EA%B1%B0-uni7r5ifpg92/
아이폰 16프로 정품 투명/실리콘/스벅카드지갑 일괄 팝니다,"40,000원",둔산동,끌올 2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16%ED%94%84%EB%A1%9C-%EC%A0%95%ED%92%88-%ED%88%AC%EB%AA%85-%EC%8B%A4%EB%A6%AC%EC%BD%98-%EC%8A%A4%EB%B2%85%EC%B9%B4%EB%93%9C%EC%A7%80%EA%B0%91-%EC%9D%BC%EA%B4%84-%ED%8C%9D%EB%8B%88%EB%8B%A4-p8j2vsijstex/
뮤즈무드 아이폰 15 토끼 케이스,"5,000원",둔산동,끌올 2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%AE%A4%EC%A6%88%EB%AC%B4%EB%93%9C-%EC%95%84%EC%9D%B4%ED%8F%B0-15-%ED%86%A0%EB%81%BC-%EC%BC%80%EC%9D%B4%EC%8A%A4-egtw7r7cpeai/
아이폰 11 화이트 새상푸ㅁ,"180,000원",둔산동,끌올 1개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-11-%ED%99%94%EC%9D%B4%ED%8A%B8-%EC%83%88%EC%83%81%ED%91%B8-8stxcjfntrcs/
아이폰 15프로 케이스 판매합니다,"10,000원",둔산동,끌올 2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15%ED%94%84%EB%A1%9C-%EC%BC%80%EC%9D%B4%EC%8A%A4-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-nbukkx3bgvwq/
케이스티파이 16promax 16프로맥스 아이폰 맥세이프 케이스,"40,000원",둔산동,끌올 2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B4-16promax-16%ED%94%84%EB%A1%9C%EB%A7%A5%EC%8A%A4-%EC%95%84%EC%9D%B4%ED%8F%B0-%EB%A7%A5%EC%84%B8%EC%9D%B4%ED%94%84-%EC%BC%80%EC%9D%B4%EC%8A%A4-ystjiahu2r4z/
케이스티파이 마뗑킴 아이폰 17 프로 맥스 케이스,"89,000원",둔산동,끌올 3일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B4-%EB%A7%88%EB%97%91%ED%82%B4-%EC%95%84%EC%9D%B4%ED%8F%B0-17-%ED%94%84%EB%A1%9C-%EB%A7%A5%EC%8A%A4-%EC%BC%80%EC%9D%B4%EC%8A%A4-exjsx6r1u6i4/
엑씨 아이폰 13/Pro 액정 보호 필름 4매,"5,000원",둔산동,끌올 2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%97%91%EC%94%A8-%EC%95%84%EC%9D%B4%ED%8F%B0-13-pro-%EC%95%A1%EC%A0%95-%EB%B3%B4%ED%98%B8-%ED%95%84%EB%A6%84-4%EB%A7%A4-m7f6pgnpj4ss/
케이스티파이 아이폰17 포장도 안뜯음,"100,000원",둔산동,끌올 4일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B4-%EC%95%84%EC%9D%B4%ED%8F%B017-%ED%8F%AC%EC%9E%A5%EB%8F%84-%EC%95%88%EB%9C%AF%EC%9D%8C-xk4oewzsvxuk/
아이폰12미니,"230,000원",둔산동,끌올 7개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B012%EB%AF%B8%EB%8B%88-h1ag78ewbzcd/
아이버! 아이폰11 Pro/X/XS 보호필름,"5,000원",둔산동,끌올 5일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%EB%B2%84-%EC%95%84%EC%9D%B4%ED%8F%B011-pro-x-xs-%EB%B3%B4%ED%98%B8%ED%95%84%EB%A6%84-q98gs51when4/
아이폰 13 미니 케이스 팔아요,"10,000원",둔산동,끌올 4일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-13-%EB%AF%B8%EB%8B%88-%EC%BC%80%EC%9D%B4%EC%8A%A4-%ED%8C%94%EC%95%84%EC%9A%94-yw4sfsk5esnf/
아이폰 5s,"30,000원",둔산동,24일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-5s-z4utdosxc2je/
아이폰12 미니 128기가,"160,000원",둔산동,끌올 24일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B012-%EB%AF%B8%EB%8B%88-128%EA%B8%B0%EA%B0%80-sp2azyvom3u9/
"[삽니다] 아이폰17프로,프로맥스 미개봉으로 구매합니다","2,950,000원",둔산동,끌올 4일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%82%BD%EB%8B%88%EB%8B%A4-%EC%95%84%EC%9D%B4%ED%8F%B017%ED%94%84%EB%A1%9C-%ED%94%84%EB%A1%9C%EB%A7%A5%EC%8A%A4-%EB%AF%B8%EA%B0%9C%EB%B4%89%EC%9C%BC%EB%A1%9C-%EA%B5%AC%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-36r7fmsmaupv/
"아이폰 이어폰 8핀, 충전기 선 3개 포함","10,000원",둔산동,끌올 8일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-%EC%9D%B4%EC%96%B4%ED%8F%B0-8%ED%95%80-%EC%B6%A9%EC%A0%84%EA%B8%B0-%EC%84%A0-3%EA%B0%9C-%ED%8F%AC%ED%95%A8-undxfdvqijb5/
아이폰 16Pro 내추럴 티타늄 128,"1,000,000원",둔산동,13일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16pro-%EB%82%B4%EC%B6%94%EB%9F%B4-%ED%8B%B0%ED%83%80%EB%8A%84-128-gph5mwdcgykk/
"[삽니다] 아이폰17프로,프로맥스 미개봉으로 구매합니다.","2,980,000원",둔산동,끌올 5일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%82%BD%EB%8B%88%EB%8B%A4-%EC%95%84%EC%9D%B4%ED%8F%B017%ED%94%84%EB%A1%9C-%ED%94%84%EB%A1%9C%EB%A7%A5%EC%8A%A4-%EB%AF%B8%EA%B0%9C%EB%B4%89%EC%9C%BC%EB%A1%9C-%EA%B5%AC%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-2716tf5auh3i/
아이폰13 케이스,"5,000원",둔산동,끌올 7일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B013-%EC%BC%80%EC%9D%B4%EC%8A%A4-g1af1hjucts5/
아이폰13 풀커버 맥세이프 케이스 실버,"5,000원",둔산동,끌올 7일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B013-%ED%92%80%EC%BB%A4%EB%B2%84-%EB%A7%A5%EC%84%B8%EC%9D%B4%ED%94%84-%EC%BC%80%EC%9D%B4%EC%8A%A4-%EC%8B%A4%EB%B2%84-4xvtwjs73scw/
케이스티파인 아이폰13 프로 캐릭터 미사용.사용 케이스 판매 합니다.,"29,000원",둔산동,끌올 6일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B8-%EC%95%84%EC%9D%B4%ED%8F%B013-%ED%94%84%EB%A1%9C-%EC%BA%90%EB%A6%AD%ED%84%B0-%EB%AF%B8%EC%82%AC%EC%9A%A9-%EC%82%AC%EC%9A%A9-%EC%BC%80%EC%9D%B4%EC%8A%A4-%ED%8C%90%EB%A7%A4-%ED%95%A9%EB%8B%88%EB%8B%A4-bn4kedvhoh2d/
케이스티파이 아이폰14pro 케이스,"20,000원",둔산동,끌올 7일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B4-%EC%95%84%EC%9D%B4%ED%8F%B014pro-%EC%BC%80%EC%9D%B4%EC%8A%A4-q9dyjio5hwoy/
아이폰17프로맥스 가죽케이스,"2,000원",둔산동,끌올 7일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B017%ED%94%84%EB%A1%9C%EB%A7%A5%EC%8A%A4-%EA%B0%80%EC%A3%BD%EC%BC%80%EC%9D%B4%EC%8A%A4-17isadwehnzo/
아이폰13 방수케이스,"3,000원",둔산동,7일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B013-%EB%B0%A9%EC%88%98%EC%BC%80%EC%9D%B4%EC%8A%A4-uwbdzj6mntrn/
아이폰11프로 실버,"460,000원",둔산동,끌올 1개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B011%ED%94%84%EB%A1%9C-%EC%8B%A4%EB%B2%84-ovmhic22hs73/
아이폰 13 256GB 미드나이트 78% 단품,"300,000원",둔산동,끌올 27일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-13-256gb-%EB%AF%B8%EB%93%9C%EB%82%98%EC%9D%B4%ED%8A%B8-78-%EB%8B%A8%ED%92%88-ag7s8gi75smc/
[삽니다] 아이폰17 시리즈 미개봉 자급제 구해요,"2,900,000원",둔산동,9일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%82%BD%EB%8B%88%EB%8B%A4-%EC%95%84%EC%9D%B4%ED%8F%B017-%EC%8B%9C%EB%A6%AC%EC%A6%88-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%9E%90%EA%B8%89%EC%A0%9C-%EA%B5%AC%ED%95%B4%EC%9A%94-3617kh653dmr/
아이폰 11 64g,"120,000원",둔산동,21일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-11-64g-caq38b8hop3w/
아이폰 14 프로 딥 퍼플 256GB,"600,000원",둔산동,16일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-%ED%94%84%EB%A1%9C-%EB%94%A5-%ED%8D%BC%ED%94%8C-256gb-scioatg5iksv/
