title,price,location,time,status,url
아이폰 16프로 맥세이프 케이스 투명팝니다,"3,000원",둔산동,끌올 9일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16%ED%94%84%EB%A1%9C-%EB%A7%A5%EC%84%B8%EC%9D%B4%ED%94%84-%EC%BC%80%EC%9D%B4%EC%8A%A4-%ED%88%AC%EB%AA%85%ED%8C%9D%EB%8B%88%EB%8B%A4-2ahkz3r17bg5/
위글위글 아이폰 14 Max 케이스,"5,000원",둔산동,끌올 8일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%9C%84%EA%B8%80%EC%9C%84%EA%B8%80-%EC%95%84%EC%9D%B4%ED%8F%B0-14-max-%EC%BC%80%EC%9D%B4%EC%8A%A4-nx21uh2aahv7/
아이폰 갤럭시 맥세이프 가죽 카드지갑 네이비,"4,000원",둔산동,끌올 8일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EB%A7%A5%EC%84%B8%EC%9D%B4%ED%94%84-%EA%B0%80%EC%A3%BD-%EC%B9%B4%EB%93%9C%EC%A7%80%EA%B0%91-%EB%84%A4%EC%9D%B4%EB%B9%84-zmd8q76shcjr/
아이폰/에어팟 박스만 (본체X),"10,000원",둔산동,끌올 8일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-%EC%97%90%EC%96%B4%ED%8C%9F-%EB%B0%95%EC%8A%A4%EB%A7%8C-%EB%B3%B8%EC%B2%B4x-y6o8uibbig7a/
아이폰 11 화이트,"250,000원",둔산동,2개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-11-%ED%99%94%EC%9D%B4%ED%8A%B8-66f57ae5gj6s/
아이폰 13 Pro M'PEAK 원목 케이스 2종,"10,000원",둔산동,10일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-13-pro-mpeak-%EC%9B%90%EB%AA%A9-%EC%BC%80%EC%9D%B4%EC%8A%A4-2%EC%A2%85-ibdtdd4pm78z/
케이스티파이 16프로맥스 아이폰 케이스,"15,000원",둔산동,끌올 9일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B4-16%ED%94%84%EB%A1%9C%EB%A7%A5%EC%8A%A4-%EC%95%84%EC%9D%B4%ED%8F%B0-%EC%BC%80%EC%9D%B4%EC%8A%A4-jjpa962wi5me/
"신지모루 아이폰14 강화필름 새상품(아이폰14 맥세이프 케이스, 박스 덤)","4,000원",둔산동,끌올 10일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%8B%A0%EC%A7%80%EB%AA%A8%EB%A3%A8-%EC%95%84%EC%9D%B4%ED%8F%B014-%EA%B0%95%ED%99%94%ED%95%84%EB%A6%84-%EC%83%88%EC%83%81%ED%92%88-%EC%95%84%EC%9D%B4%ED%8F%B014-%EB%A7%A5%EC%84%B8%EC%9D%B4%ED%94%84-%EC%BC%80%EC%9D%B4%EC%8A%A4-%EB%B0%95%EC%8A%A4-%EB%8D%A4-q4iothrkyoxq/
아이폰15프로 파인우븐 케이스 판매,"30,000원",둔산동,끌올 11일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B015%ED%94%84%EB%A1%9C-%ED%8C%8C%EC%9D%B8%EC%9A%B0%EB%B8%90-%EC%BC%80%EC%9D%B4%EC%8A%A4-%ED%8C%90%EB%A7%A4-8p5n7ud75box/
아이폰 se1 실버,"20,000원",둔산동,2개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-se1-%EC%8B%A4%EB%B2%84-s8d1933iadik/
아이폰6 새거 상태좋음,"130,000원",둔산동,끌올 3개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B06-%EC%83%88%EA%B1%B0-%EC%83%81%ED%83%9C%EC%A2%8B%EC%9D%8C-aocsjxikcn3j/
아이폰14프로 케이스티파이 케이스 판매합니다(맥세이프없는제품),"25,000원",둔산동,끌올 16일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B014%ED%94%84%EB%A1%9C-%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B4-%EC%BC%80%EC%9D%B4%EC%8A%A4-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-%EB%A7%A5%EC%84%B8%EC%9D%B4%ED%94%84%EC%97%86%EB%8A%94%EC%A0%9C%ED%92%88-2tjwyuk9m68v/
아이폰 케이스 새상품,"5,000원",둔산동,끌올 16일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-%EC%BC%80%EC%9D%B4%EC%8A%A4-%EC%83%88%EC%83%81%ED%92%88-pbmyzich5j6o/
아이폰6 미개봉 골드 16기가,"350,000원",둔산동,끌올 2개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B06-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EA%B3%A8%EB%93%9C-16%EA%B8%B0%EA%B0%80-zvvwqoogv63n/
아이폰 8 골드 256GB 배터리 100%,"230,000원",둔산동,7일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-8-%EA%B3%A8%EB%93%9C-256gb-%EB%B0%B0%ED%84%B0%EB%A6%AC-100-4nsezefiozj9/
케이스티파이 헬로키티 커피 아이폰 케이스,"60,000원",둔산동,끌올 16일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B4-%ED%97%AC%EB%A1%9C%ED%82%A4%ED%8B%B0-%EC%BB%A4%ED%94%BC-%EC%95%84%EC%9D%B4%ED%8F%B0-%EC%BC%80%EC%9D%B4%EC%8A%A4-po2fjbq37x98/
아이폰 14 프로 256 스페이스 블랙 자급제 A급,"480,000원",둔산동,끌올 9일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14-%ED%94%84%EB%A1%9C-256-%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4-%EB%B8%94%EB%9E%99-%EC%9E%90%EA%B8%89%EC%A0%9C-a%EA%B8%89-pubjo1pchavj/
아이폰 15 플러스 맥세이프 투명 케이스,"1,000원",둔산동,17일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-%ED%94%8C%EB%9F%AC%EC%8A%A4-%EB%A7%A5%EC%84%B8%EC%9D%B4%ED%94%84-%ED%88%AC%EB%AA%85-%EC%BC%80%EC%9D%B4%EC%8A%A4-vg79bqrktneg/
아이폰 16 프로 256G,"800,000원",둔산동,1년 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16-%ED%94%84%EB%A1%9C-256g-7m3dwkwexzzz/
어프어프 아이폰 오로라 맥세이프 에폭시 케이스 새상품,"9,000원",둔산동,끌올 16일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%96%B4%ED%94%84%EC%96%B4%ED%94%84-%EC%95%84%EC%9D%B4%ED%8F%B0-%EC%98%A4%EB%A1%9C%EB%9D%BC-%EB%A7%A5%EC%84%B8%EC%9D%B4%ED%94%84-%EC%97%90%ED%8F%AD%EC%8B%9C-%EC%BC%80%EC%9D%B4%EC%8A%A4-%EC%83%88%EC%83%81%ED%92%88-ekkfzzekerku/
케이스티파이 아이폰15프로 케이스 일괄&개별 판매,"50,000원",둔산동,끌올 18일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B4-%EC%95%84%EC%9D%B4%ED%8F%B015%ED%94%84%EB%A1%9C-%EC%BC%80%EC%9D%B4%EC%8A%A4-%EC%9D%BC%EA%B4%84-%EA%B0%9C%EB%B3%84-%ED%8C%90%EB%A7%A4-37e1vpissjv2/
신지모루 아이폰16 2.5D 강화 액정필름 3매 판매합니다.,"4,000원",둔산동,끌올 16일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%8B%A0%EC%A7%80%EB%AA%A8%EB%A3%A8-%EC%95%84%EC%9D%B4%ED%8F%B016-2-5d-%EA%B0%95%ED%99%94-%EC%95%A1%EC%A0%95%ED%95%84%EB%A6%84-3%EB%A7%A4-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-mf8pdygt6fh5/
아이폰13미니 128G+애플워치SE2 44mm 셀룰러,"400,000원",둔산동,끌올 8시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B013%EB%AF%B8%EB%8B%88-128g-%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98se2-44mm-%EC%85%80%EB%A3%B0%EB%9F%AC-c4ywetobs8c6/
아이폰 XS 골드,"240,000원",둔산동,끌올 1개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-xs-%EA%B3%A8%EB%93%9C-anpbsa7hub5g/
아이폰 15프로 정품 실리콘 케이스(사이프러스) 팝니다,"30,000원",둔산동,끌올 17일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15%ED%94%84%EB%A1%9C-%EC%A0%95%ED%92%88-%EC%8B%A4%EB%A6%AC%EC%BD%98-%EC%BC%80%EC%9D%B4%EC%8A%A4-%EC%82%AC%EC%9D%B4%ED%94%84%EB%9F%AC%EC%8A%A4-%ED%8C%9D%EB%8B%88%EB%8B%A4-6qmuobva2ub6/
아이폰 XR 128GB. (교환도받음),"150,000원",둔산동,1개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-xr-128gb-%EA%B5%90%ED%99%98%EB%8F%84%EB%B0%9B%EC%9D%8C-s5ybgo55m2bw/
아이폰 13미니 그린,"220,000원",둔산동,12일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-13%EB%AF%B8%EB%8B%88-%EA%B7%B8%EB%A6%B0-wtevfqxuaoht/
아이폰12/12Pro 액정 보호필름 9매,"15,500원",둔산동,끌올 18일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B012-12pro-%EC%95%A1%EC%A0%95-%EB%B3%B4%ED%98%B8%ED%95%84%EB%A6%84-9%EB%A7%A4-61wpw7hm5bjs/
s급 아이폰 5s 스그 32g,"85,000원",둔산동,3일 전,판매중,https://www.daangn.com/kr/buy-sell/s%EA%B8%89-%EC%95%84%EC%9D%B4%ED%8F%B0-5s-%EC%8A%A4%EA%B7%B8-32g-1uq1oi2haock/
"아이폰 15 Pro(256GB), 에어팟 3세대, 애플워치6 등 일괄판매","1,050,000원",둔산동,끌올 4일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-pro-256gb-%EC%97%90%EC%96%B4%ED%8C%9F-3%EC%84%B8%EB%8C%80-%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%986-%EB%93%B1-%EC%9D%BC%EA%B4%84%ED%8C%90%EB%A7%A4-zj4b5d7c147p/
아이폰12 케이스 판매합니다,"2,000원",둔산동,끌올 22일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B012-%EC%BC%80%EC%9D%B4%EC%8A%A4-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-s1bhxfeb2cik/
아이폰14케이스,"5,000원",둔산동,2년 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B014%EC%BC%80%EC%9D%B4%EC%8A%A4-4hfh1qebmcvn/
아이폰11프로 256기가(하자X),"300,000원",둔산동,끌올 1년 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B011%ED%94%84%EB%A1%9C-256%EA%B8%B0%EA%B0%80-%ED%95%98%EC%9E%90x-qvkdx2zg2o5s/
마찌(mazzzzy) 아이폰 X(XS) 하드케이스,"9,500원",둔산동,끌올 25일 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%A7%88%EC%B0%8C-mazzzzy-%EC%95%84%EC%9D%B4%ED%8F%B0-x-xs-%ED%95%98%EB%93%9C%EC%BC%80%EC%9D%B4%EC%8A%A4-z7dct2beysei/
아이폰 13프로 맥스 512 (갤럭시교환가능),"650,000원",둔산동,끌올 1개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-13%ED%94%84%EB%A1%9C-%EB%A7%A5%EC%8A%A4-512-%EA%B0%A4%EB%9F%AD%EC%8B%9C%EA%B5%90%ED%99%98%EA%B0%80%EB%8A%A5-gy1mso6bzj5f/
아이폰8 레드 256GB 새상품,"220,000원",둔산동,2개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B08-%EB%A0%88%EB%93%9C-256gb-%EC%83%88%EC%83%81%ED%92%88-2wygcxxs3mmg/
아이폰16 프로 체리 케이스 + 스마트톡🍒,"10,000원",둔산동,끌올 23일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B016-%ED%94%84%EB%A1%9C-%EC%B2%B4%EB%A6%AC-%EC%BC%80%EC%9D%B4%EC%8A%A4-%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%86%A1-7fjo6jbzxvo3/
아이폰 11 화이트,"270,000원",둔산동,2개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-11-%ED%99%94%EC%9D%B4%ED%8A%B8-duv7u6jmctpu/
레이저 Kishi V2 아이폰 게임 컨트롤러,"70,000원",둔산동,끌올 21일 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%A0%88%EC%9D%B4%EC%A0%80-kishi-v2-%EC%95%84%EC%9D%B4%ED%8F%B0-%EA%B2%8C%EC%9E%84-%EC%BB%A8%ED%8A%B8%EB%A1%A4%EB%9F%AC-twg7w6m8qp4w/
신지모루 저반사 강화유리 필름 아이폰13/13프로,"7,000원",둔산동,끌올 22일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%8B%A0%EC%A7%80%EB%AA%A8%EB%A3%A8-%EC%A0%80%EB%B0%98%EC%82%AC-%EA%B0%95%ED%99%94%EC%9C%A0%EB%A6%AC-%ED%95%84%EB%A6%84-%EC%95%84%EC%9D%B4%ED%8F%B013-13%ED%94%84%EB%A1%9C-gi7efxk1g7o7/
엘라고 아이폰13 실리콘 케이스 Lovely Pink,"8,000원",둔산동,22일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%97%98%EB%9D%BC%EA%B3%A0-%EC%95%84%EC%9D%B4%ED%8F%B013-%EC%8B%A4%EB%A6%AC%EC%BD%98-%EC%BC%80%EC%9D%B4%EC%8A%A4-lovely-pink-n6m8dtwav7nb/
메이드모먼 아이폰 14 pro 폰케이스🩷(액정 보호 필름 3장 증정),"7,000원",둔산동,끌올 23일 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%A9%94%EC%9D%B4%EB%93%9C%EB%AA%A8%EB%A8%BC-%EC%95%84%EC%9D%B4%ED%8F%B0-14-pro-%ED%8F%B0%EC%BC%80%EC%9D%B4%EC%8A%A4-%EC%95%A1%EC%A0%95-%EB%B3%B4%ED%98%B8-%ED%95%84%EB%A6%84-3%EC%9E%A5-%EC%A6%9D%EC%A0%95-my4b2mk6nzfx/
"아이폰 5s , 6 , 6s , se1 팔아요 배터리효율100","120,000원",둔산동,끌올 8개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-5s-6-6s-se1-%ED%8C%94%EC%95%84%EC%9A%94-%EB%B0%B0%ED%84%B0%EB%A6%AC%ED%9A%A8%EC%9C%A8100-t5x7mfd77brz/
아이폰 12 128gb 퍼플 S급,"350,000원",둔산동,끌올 1년 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-12-128gb-%ED%8D%BC%ED%94%8C-s%EA%B8%89-hqyryt35vzyu/
아이폰8레드 s급사봅니다,1원,둔산동,11개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B08%EB%A0%88%EB%93%9C-s%EA%B8%89%EC%82%AC%EB%B4%85%EB%8B%88%EB%8B%A4-g2s164sctreo/
아이폰5s 6 팝니당 실버 스그 배터리100퍼,"125,000원",둔산동,끌올 9개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B05s-6-%ED%8C%9D%EB%8B%88%EB%8B%B9-%EC%8B%A4%EB%B2%84-%EC%8A%A4%EA%B7%B8-%EB%B0%B0%ED%84%B0%EB%A6%AC100%ED%8D%BC-eppv5d4jz1mz/
아이폰 12 화이트 128기가,"200,000원",둔산동,끌올 11일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-12-%ED%99%94%EC%9D%B4%ED%8A%B8-128%EA%B8%B0%EA%B0%80-xvqa4aj88tkj/
케이스티파이 아이폰15 Pro Max 케이스,"39,000원",둔산동,끌올 1개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B4-%EC%95%84%EC%9D%B4%ED%8F%B015-pro-max-%EC%BC%80%EC%9D%B4%EC%8A%A4-h2z84y1ho4cr/
어반소피스티케이션 발레리나 아이폰13pro 케이스,"40,000원",둔산동,1개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%96%B4%EB%B0%98%EC%86%8C%ED%94%BC%EC%8A%A4%ED%8B%B0%EC%BC%80%EC%9D%B4%EC%85%98-%EB%B0%9C%EB%A0%88%EB%A6%AC%EB%82%98-%EC%95%84%EC%9D%B4%ED%8F%B013pro-%EC%BC%80%EC%9D%B4%EC%8A%A4-q5e6a1i3jrfu/
아이폰 3in1 무선충전기,"13,500원",둔산동,끌올 3개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-3in1-%EB%AC%B4%EC%84%A0%EC%B6%A9%EC%A0%84%EA%B8%B0-c475fvwhj4kw/
케이스티파이 아이폰15 맥세이프 케이스,"10,000원",둔산동,끌올 1개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B4-%EC%95%84%EC%9D%B4%ED%8F%B015-%EB%A7%A5%EC%84%B8%EC%9D%B4%ED%94%84-%EC%BC%80%EC%9D%B4%EC%8A%A4-azb8j6h1jmbf/
케이스티파이 스타벅스 콜라보 아이폰13프로 케이스,"16,000원",둔산동,끌올 1개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B4-%EC%8A%A4%ED%83%80%EB%B2%85%EC%8A%A4-%EC%BD%9C%EB%9D%BC%EB%B3%B4-%EC%95%84%EC%9D%B4%ED%8F%B013%ED%94%84%EB%A1%9C-%EC%BC%80%EC%9D%B4%EC%8A%A4-a5edeab3897r/
아이폰 XS 256GB 실버,"450,000원",둔산동,끌올 7개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-xs-256gb-%EC%8B%A4%EB%B2%84-r66frh3k8qif/
아이폰 12프로 액정 필름 신지모루2매,"5,000원",둔산동,1개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-12%ED%94%84%EB%A1%9C-%EC%95%A1%EC%A0%95-%ED%95%84%EB%A6%84-%EC%8B%A0%EC%A7%80%EB%AA%A8%EB%A3%A82%EB%A7%A4-6pigei7hajc9/
CASETiFY 아이폰 15promax 케이스 (새상품),"50,000원",둔산동,1개월 전,판매중,https://www.daangn.com/kr/buy-sell/casetify-%EC%95%84%EC%9D%B4%ED%8F%B0-15promax-%EC%BC%80%EC%9D%B4%EC%8A%A4-%EC%83%88%EC%83%81%ED%92%88-ct3do27z9fxq/
아이폰 16Pro 512GB 뒷면 파손,"950,000원",둔산동,끌올 4개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-16pro-512gb-%EB%92%B7%EB%A9%B4-%ED%8C%8C%EC%86%90-24eskpwpk1rq/
아이폰 11 필름 1개 + 투명실리콘 케이스 1개,"4,000원",둔산동,2년 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-11-%ED%95%84%EB%A6%84-1%EA%B0%9C-%ED%88%AC%EB%AA%85%EC%8B%A4%EB%A6%AC%EC%BD%98-%EC%BC%80%EC%9D%B4%EC%8A%A4-1%EA%B0%9C-rx18g8fwcnr7/
아이폰 12 레드 128g,"100,000원",둔산동,14일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-12-%EB%A0%88%EB%93%9C-128g-4oiw2186837f/
아이폰15프로 1TB 화이트,"1,200,000원",둔산동,끌올 3개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B015%ED%94%84%EB%A1%9C-1tb-%ED%99%94%EC%9D%B4%ED%8A%B8-6svugu6vihvk/
아이폰 13PRO 다크그린,"300,000원",둔산동,2개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-13pro-%EB%8B%A4%ED%81%AC%EA%B7%B8%EB%A6%B0-y9q1sz4xok2e/
아이폰 13 투명케이스 2개,"5,000원",둔산동,끌올 11일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-13-%ED%88%AC%EB%AA%85%EC%BC%80%EC%9D%B4%EC%8A%A4-2%EA%B0%9C-4sffnp1phd31/
아이폰16프로 데저트 128 구매합니다,"1,350,000원",둔산동,1년 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B016%ED%94%84%EB%A1%9C-%EB%8D%B0%EC%A0%80%ED%8A%B8-128-%EA%B5%AC%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-zynhqehq2kz1/
아이폰 12미니 파손,"60,000원",둔산동,1년 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-12%EB%AF%B8%EB%8B%88-%ED%8C%8C%EC%86%90-1v1vopzdk3f3/
아이폰13 폰케이스,"1,000원",둔산동,끌올 2개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B013-%ED%8F%B0%EC%BC%80%EC%9D%B4%EC%8A%A4-342au8kx33by/
아이폰7/8 케이스,"3,000원",둔산동,끌올 1개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B07-8-%EC%BC%80%EC%9D%B4%EC%8A%A4-2c15547mmbro/
아이폰 12프로 사생활보호필름 새거 판매합니다,"5,000원",둔산동,끌올 3개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-12%ED%94%84%EB%A1%9C-%EC%82%AC%EC%83%9D%ED%99%9C%EB%B3%B4%ED%98%B8%ED%95%84%EB%A6%84-%EC%83%88%EA%B1%B0-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-j12cerj4icwk/
아이폰 14프로 맥스 맥세이프 케이스 판매합니다,"41,000원",둔산동,끌올 8개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-14%ED%94%84%EB%A1%9C-%EB%A7%A5%EC%8A%A4-%EB%A7%A5%EC%84%B8%EC%9D%B4%ED%94%84-%EC%BC%80%EC%9D%B4%EC%8A%A4-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-q7ugj87pr2hd/
케이스티파이 아이폰14 케이스 판매합니다,"45,000원",둔산동,10개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B4-%EC%95%84%EC%9D%B4%ED%8F%B014-%EC%BC%80%EC%9D%B4%EC%8A%A4-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-o3y8s6ifrfia/
아이폰 15 플러스 지문방지필름 + 케이스 2개,"3,000원",둔산동,끌올 2개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-15-%ED%94%8C%EB%9F%AC%EC%8A%A4-%EC%A7%80%EB%AC%B8%EB%B0%A9%EC%A7%80%ED%95%84%EB%A6%84-%EC%BC%80%EC%9D%B4%EC%8A%A4-2%EA%B0%9C-3e3u6dxb99mv/
아이폰 13 미니 스타라이트 128GB,"200,000원",둔산동,3개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-13-%EB%AF%B8%EB%8B%88-%EC%8A%A4%ED%83%80%EB%9D%BC%EC%9D%B4%ED%8A%B8-128gb-6o1maqgkamke/
"아이폰 유선 이어폰, 충전기 판매합니다","30,000원",둔산동,끌올 10개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B0-%EC%9C%A0%EC%84%A0-%EC%9D%B4%EC%96%B4%ED%8F%B0-%EC%B6%A9%EC%A0%84%EA%B8%B0-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-f99bgaej5si5/
이번에 아이폰으로 폰 바꿔 플립4 올립니다,"300,000원",둔산동,끌올 1년 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%9D%B4%EB%B2%88%EC%97%90-%EC%95%84%EC%9D%B4%ED%8F%B0%EC%9C%BC%EB%A1%9C-%ED%8F%B0-%EB%B0%94%EA%BF%94-%ED%94%8C%EB%A6%BD4-%EC%98%AC%EB%A6%BD%EB%8B%88%EB%8B%A4-9vzq6dysjy1k/
아이폰16프로 정품 투명케이스 미개봉 판매합니다,"58,000원",둔산동,끌올 11개월 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8F%B016%ED%94%84%EB%A1%9C-%EC%A0%95%ED%92%88-%ED%88%AC%EB%AA%85%EC%BC%80%EC%9D%B4%EC%8A%A4-%EB%AF%B8%EA%B0%9C%EB%B4%89-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-jqm46bzc1u2v/
S23.아이폰14프로 폰케이스 새상품 팔아요,10원,둔산동,4개월 전,판매중,https://www.daangn.com/kr/buy-sell/s23-%EC%95%84%EC%9D%B4%ED%8F%B014%ED%94%84%EB%A1%9C-%ED%8F%B0%EC%BC%80%EC%9D%B4%EC%8A%A4-%EC%83%88%EC%83%81%ED%92%88-%ED%8C%94%EC%95%84%EC%9A%94-dee2x24m6op4/
